date,product_id,product_name,revenue,order_count,cart_count,quantity
2026-04-16,1000000045,,50000,1,0,1
2026-04-16,1000000062,,0,0,2,0
2026-04-16,1000000063,,0,0,1,0
2026-04-16,1000000064,,519000,7,4,9
2026-04-16,1000000065,,0,0,1,0
2026-04-16,1000000074,,0,0,1,0
2026-04-16,1000000084,,123500,2,0,4
2026-04-16,1000000085,,0,0,1,0
2026-04-16,1000000087,,205000,3,1,3
2026-04-16,1000000089,,382000,2,0,2
2026-04-16,1000000091,,30500,1,0,1
2026-04-16,1000000093,,625500,5,2,115
2026-04-16,1000000108,,0,0,2,0
2026-04-16,1000000112,,387000,2,0,30
2026-04-16,1000000127,,0,0,1,0
2026-04-17,1000000033,,49000,1,1,1
2026-04-17,1000000042,,0,0,2,0
2026-04-17,1000000043,,0,0,4,0
2026-04-17,1000000044,,199000,2,0,3
2026-04-17,1000000045,,99000,1,6,1
2026-04-17,1000000062,,26500,1,7,1
2026-04-17,1000000063,,181500,2,1,3
2026-04-17,1000000064,,600500,6,6,13
2026-04-17,1000000074,,0,0,1,0
2026-04-17,1000000083,,0,0,2,0
2026-04-17,1000000085,,117500,2,1,2
2026-04-17,1000000086,,87000,1,0,1
2026-04-17,1000000087,,133000,2,0,2
2026-04-17,1000000088,,270000,2,0,2
2026-04-17,1000000090,,0,0,1,0
2026-04-17,1000000092,,0,0,1,0
2026-04-17,1000000093,,264600,2,2,49
2026-04-17,1000000094,,390000,2,0,50
2026-04-17,1000000108,,0,0,1,0
2026-04-17,1000000112,,129000,1,0,10
2026-04-17,1000000113,,167700,1,0,13
2026-04-17,1000000127,,0,0,2,0
2026-04-17,1000000142,,0,0,1,0
2026-04-17,1000000156,,0,0,1,0
2026-04-18,1000000027,,24000,1,0,1
2026-04-18,1000000042,,50000,1,0,1
2026-04-18,1000000043,,0,0,1,0
2026-04-18,1000000045,,25000,1,1,1
2026-04-18,1000000062,,335500,1,0,4
2026-04-18,1000000063,,0,0,2,0
2026-04-18,1000000064,,261000,4,3,6
2026-04-18,1000000066,,47000,1,0,1
2026-04-18,1000000069,,0,0,1,0
2026-04-18,1000000085,,57000,1,0,1
2026-04-18,1000000086,,87000,1,0,1
2026-04-18,1000000087,,144000,1,0,2
2026-04-18,1000000088,,130000,1,0,1
2026-04-18,1000000090,,28000,1,0,2
2026-04-18,1000000093,,1058500,3,0,195
2026-04-18,1000000111,,200000,1,0,25
2026-04-18,1000000112,,219300,1,0,17
2026-04-18,1000000127,,26500,1,0,1
